Total solar irradiance (W/m2),Air temperature  (°C) ,Relative humidity (%),Power (MW)
153.11,3.94,76.89,5.88
225.75,5.16,79.8,7.43
273.74,5.49,79.87,10.4
328.8,6.09,82.25,11.33
342.13,8.44,78.18,13.45
383.86,8.6,66.7,13.97
351.06,9.23,68.68,15.28
350.8,11.58,68.51,14.18
379.44,10.63,59.01,14.65
453.78,13.9,56.85,17.69
410.32,13.16,57.14,16.39
511.86,14.75,54.4,16.68
433.35,14.81,54.31,16.76
490.27,14.26,59.69,20.09
442.72,13.89,58.67,18.74
535.71,15.4,51.77,20.62
538.54,14.66,56.58,20.42
530.51,13.96,50.4,18.65
522.55,16.75,57.46,18.61
554.43,15.94,48.94,21.7
518.47,14.51,51.58,20.28
500.6,15.84,56.14,17.66
524.09,15.53,56.28,18.28
489.14,15.9,48.62,18.7
475.79,16.19,54.78,17.18
371.9,17.1,51.06,14.22
369.8,16.07,54.52,11.39
335.65,14.01,51.32,10.47
291.07,13.44,55.09,8.77
253.4,13.35,57.06,9.13
185.58,15.64,64.2,7.13
153.45,15.53,59.04,5.21
120.34,15.27,73.67,4.57
85.97,12.74,62.39,2.8
60.72,14.29,70.38,1.99
28.29,14.15,79.28,0.96
0.0,13.98,77.79,0.0
0.0,12.74,78.6,0.0
0.0,13.59,75.46,0.0
0.0,11.81,69.71,0.0
0.0,12.17,80.08,0.0
0.0,11.65,76.19,0.0
0.0,11.46,70.02,0.0
0.0,8.95,92.95,0.0
10.08,8.72,80.56,0.58
24.8,10.39,85.53,1.2
39.55,9.02,90.57,1.82
59.21,9.48,85.08,2.54
72.39,9.48,89.37,3.72
86.05,11.51,81.81,4.47
99.03,11.73,88.81,5.18
125.21,12.1,72.55,5.65
117.51,10.59,81.12,5.13
128.32,11.51,86.7,6.3
135.72,12.35,73.91,5.76
146.73,12.9,84.7,6.18
138.5,10.72,80.03,5.38
133.39,11.66,67.75,5.94
135.55,10.59,81.89,5.96
117.37,13.4,68.45,5.21
109.59,11.62,67.66,5.65
127.95,11.79,81.92,5.44
101.91,12.6,78.67,5.41
113.42,10.34,89.28,4.81
110.52,10.87,78.04,5.21
96.21,9.86,86.15,5.03
80.88,10.2,81.05,5.12
84.68,11.26,93.08,4.14
84.1,10.57,83.03,4.43
78.55,10.3,96.28,4.39
67.48,11.2,85.36,4.34
61.3,9.8,97.97,3.29
63.55,9.64,86.41,3.58
64.84,8.75,100.0,2.93
51.98,9.44,92.86,2.98
53.22,9.74,100.0,2.23
46.66,9.05,95.33,1.84
43.88,9.04,100.0,1.87
35.34,10.41,100.0,1.39
34.74,9.44,85.37,1.25
24.8,10.34,85.59,0.91
17.39,8.78,88.98,0.69
11.22,10.1,93.59,0.47
0.0,9.72,88.34,0.0
0.0,9.64,88.16,0.0
0.0,8.79,96.81,0.0
0.0,9.61,93.01,0.0
0.0,9.15,87.14,0.0
0.0,7.78,90.6,0.0
0.0,7.82,87.44,0.0
0.0,8.42,97.91,0.0
0.0,4.18,67.61,0.0
15.25,4.53,76.05,0.63
36.38,4.52,73.05,1.47
66.59,4.64,78.18,2.64
109.25,4.14,74.78,3.8
156.52,4.71,68.24,4.66
183.33,4.87,78.15,5.9
207.21,4.58,71.66,8.23
221.94,4.96,70.07,8.18
308.82,5.89,73.46,9.48
306.59,6.4,69.0,11.28
323.28,6.22,62.83,10.68
297.48,6.68,64.99,13.3
331.79,8.86,62.76,12.56
303.36,8.18,58.4,14.73
347.25,8.45,51.7,12.83
315.26,9.96,60.03,15.6
351.13,9.34,54.6,15.11
332.51,8.32,57.56,15.93
333.53,9.37,45.95,14.02
343.84,9.92,48.22,14.9
338.93,10.31,52.05,14.51
379.21,9.78,45.79,15.92
392.55,10.38,47.23,15.22
369.47,9.16,50.51,18.25
401.32,9.69,45.09,16.94
366.9,10.69,46.48,14.73
340.01,10.41,47.51,16.99
298.05,10.72,39.82,14.86
307.93,10.6,42.53,12.31
266.86,10.15,40.7,9.84
233.75,10.8,45.24,9.28
216.87,10.01,43.13,6.68
194.72,10.63,49.3,6.32
197.19,9.83,45.61,4.92
138.03,8.88,49.53,3.87
130.62,9.88,47.0,3.44
109.59,9.57,52.59,2.26
64.26,8.26,51.52,1.75
45.75,9.47,52.16,1.16
23.8,9.04,56.73,0.48
0.0,9.69,64.48,0.0
0.0,8.81,66.26,0.0
0.0,7.77,64.26,0.0
0.0,8.03,60.93,0.0
0.0,7.79,66.19,0.0
0.0,7.23,59.88,0.0
0.0,6.3,59.73,0.0
0.0,-0.14,92.55,0.0
32.53,0.09,86.65,1.15
71.17,0.32,89.79,2.46
104.86,0.54,91.6,3.47
147.39,0.73,84.28,5.72
204.05,1.26,88.55,6.54
266.57,1.75,78.16,8.23
306.47,2.55,83.61,10.3
369.65,3.01,71.76,13.02
464.5,4.54,60.06,12.48
508.39,5.05,57.88,14.76
442.66,5.3,55.57,18.05
525.77,7.45,46.06,18.27
603.56,8.19,45.85,19.49
618.04,8.14,43.47,17.4
670.06,8.84,36.97,21.75
702.98,9.49,36.84,18.78
684.52,9.77,34.38,21.63
650.65,10.92,39.92,21.05
688.68,9.97,36.04,23.17
769.83,10.59,33.67,23.35
786.66,12.45,36.2,23.7
784.14,13.11,33.07,23.48
843.87,11.31,31.79,22.44
849.41,12.73,34.53,25.34
809.83,12.14,31.71,27.41
688.96,11.69,30.66,25.8
688.48,13.61,31.45,24.04
714.66,13.05,29.9,22.85
707.44,13.55,35.11,22.67
581.87,12.02,38.35,20.14
521.41,12.9,35.82,18.46
514.55,11.03,39.79,14.39
441.32,10.4,39.26,12.94
350.4,10.64,40.44,13.41
348.85,10.79,46.98,11.48
255.84,10.04,47.04,8.68
219.37,10.67,44.85,7.59
154.66,10.38,54.72,4.78
101.94,8.77,51.31,3.57
53.91,8.22,54.52,1.83
17.48,9.53,54.88,0.59
0.0,8.94,55.04,0.0
0.0,8.38,48.57,0.0
0.0,7.38,52.24,0.0
0.0,8.19,42.46,0.0
0.0,6.56,46.2,0.0
0.0,7.39,44.29,0.0
0.0,-5.18,71.61,0.0
32.35,-4.84,75.21,0.98
74.03,-3.51,72.03,1.98
123.9,-3.64,64.55,3.43
171.91,-2.49,66.76,5.4
223.04,-2.01,68.32,7.4
286.03,-0.89,55.54,8.05
360.46,0.21,59.54,11.3
423.97,1.53,57.9,13.36
412.85,2.91,48.89,12.96
528.72,4.84,50.58,15.0
556.09,5.4,40.52,18.16
474.01,7.74,42.54,17.42
513.16,7.74,41.4,19.85
599.63,8.64,32.3,20.03
544.35,9.64,34.46,20.01
712.25,11.35,35.59,20.94
656.43,10.59,30.18,19.23
727.86,12.65,29.31,23.42
779.8,13.2,33.85,21.61
667.44,12.15,28.29,23.22
790.63,14.18,29.75,21.38
704.87,14.65,30.82,23.52
688.92,13.26,31.48,22.33
742.29,13.74,28.04,23.13
844.83,16.72,27.47,22.77
792.64,14.32,26.28,23.03
712.73,17.13,26.56,23.86
724.05,14.37,29.0,22.88
724.46,14.27,26.97,21.02
623.01,13.91,30.26,17.58
530.33,15.56,29.43,17.19
451.12,14.81,28.72,16.59
427.37,13.93,27.39,15.1
397.97,13.48,32.98,11.52
337.76,16.39,30.18,12.14
264.58,15.16,32.48,10.34
252.2,14.42,31.22,6.86
146.9,12.99,30.65,5.84
113.84,13.46,35.39,3.41
64.05,12.57,36.31,1.81
20.83,14.52,33.34,0.64
0.0,12.85,33.55,0.0
0.0,13.07,37.99,0.0
0.0,12.42,36.93,0.0
0.0,10.34,40.42,0.0
0.0,10.47,40.18,0.0
0.0,8.44,39.85,0.0
0.0,-1.82,89.56,0.0
33.44,-1.49,80.24,1.12
77.71,-0.94,80.88,2.22
124.46,-0.56,70.17,3.35
185.29,-0.09,70.47,4.95
258.6,0.61,70.36,6.28
269.48,1.49,80.46,8.47
403.34,3.03,66.09,11.94
469.44,3.73,72.87,10.95
507.34,5.7,69.31,15.24
472.27,7.49,59.89,13.69
546.63,9.78,53.39,17.62
615.15,9.76,57.11,18.3
556.08,12.68,50.01,16.08
713.32,11.6,41.54,17.9
618.69,14.94,46.01,17.96
665.02,13.43,45.06,20.37
651.8,16.07,39.03,23.23
757.28,14.43,38.49,20.5
734.55,15.79,37.02,23.86
688.88,16.32,37.29,20.43
751.28,18.4,35.47,26.28
826.49,15.35,41.81,23.75
913.56,17.1,41.57,24.24
848.15,18.66,38.61,26.92
851.26,16.12,33.37,25.06
850.84,16.93,35.04,23.39
769.66,19.24,38.54,21.78
746.18,18.07,38.31,23.71
765.38,18.94,37.98,19.96
680.44,20.03,37.97,19.18
589.17,19.48,37.22,15.99
498.46,18.01,35.61,15.88
473.53,19.53,40.01,14.79
431.28,19.39,44.07,12.98
347.21,17.42,43.82,12.3
280.29,15.58,43.15,10.03
260.75,15.78,49.15,8.02
179.89,15.47,45.04,5.8
105.32,17.92,50.61,3.34
71.79,16.74,52.77,1.83
22.55,14.62,50.16,0.75
0.0,13.82,50.54,0.0
0.0,13.41,57.62,0.0
0.0,13.6,54.51,0.0
0.0,10.88,66.36,0.0
0.0,10.0,66.47,0.0
0.0,10.66,71.53,0.0
0.0,1.82,100.0,0.0
26.7,2.27,100.0,0.72
59.53,2.75,89.42,1.5
78.81,3.0,99.29,2.76
138.35,3.57,91.69,4.04
174.74,3.61,87.09,4.94
225.91,4.89,95.56,6.42
260.27,5.06,86.83,7.16
341.23,5.72,89.47,9.25
366.09,6.61,70.49,10.42
366.51,8.39,77.74,9.85
408.75,9.85,62.86,10.53
462.75,10.83,70.47,11.5
457.87,11.01,66.87,14.34
449.68,12.82,56.92,12.82
537.96,12.4,59.67,13.7
528.41,12.32,53.54,14.07
618.18,15.23,52.46,16.63
535.56,14.38,47.27,16.31
544.71,14.46,50.51,18.86
545.4,16.02,52.09,16.36
644.36,14.0,54.21,18.03
582.46,14.05,47.07,19.14
713.37,15.14,45.73,17.4
620.14,16.71,45.72,17.88
657.1,14.37,43.97,19.5
716.43,15.25,49.15,19.08
583.24,14.99,45.39,18.44
561.02,15.18,51.85,18.33
603.01,15.34,47.86,16.81
527.18,14.59,47.98,13.24
450.05,15.75,52.65,12.09
423.8,15.88,49.47,12.05
407.62,14.38,52.46,10.73
365.97,14.43,58.32,10.78
265.36,15.02,52.65,8.69
225.86,13.96,59.86,7.62
216.45,13.68,56.66,5.79
142.76,12.45,56.51,3.75
90.3,13.96,56.54,2.79
49.91,12.04,53.31,1.44
22.89,12.58,54.26,0.53
0.0,12.98,54.66,0.0
0.0,10.86,60.52,0.0
0.0,11.55,62.02,0.0
0.0,10.57,65.42,0.0
0.0,9.91,69.67,0.0
0.0,11.17,70.17,0.0
0.0,1.71,77.33,0.0
22.53,2.16,76.28,0.87
49.81,2.07,79.31,2.09
73.23,2.81,85.72,3.31
104.88,2.64,82.89,5.07
151.45,3.2,67.5,7.05
208.04,3.16,72.92,8.68
238.69,3.77,77.81,11.08
253.84,4.66,63.0,10.92
341.63,5.57,65.0,11.8
322.96,6.53,67.61,14.61
383.69,6.36,58.27,14.69
394.74,8.01,58.47,17.5
397.94,7.69,53.14,18.24
472.63,8.88,49.43,16.05
403.09,8.42,51.26,19.64
478.41,9.25,50.84,17.5
524.28,10.02,49.99,21.09
508.44,9.59,46.91,22.39
461.87,10.92,42.07,21.18
534.48,10.17,42.22,19.52
502.21,10.15,39.4,23.32
608.64,9.63,45.7,22.5
525.53,11.06,40.64,22.76
571.97,10.77,43.84,23.28
506.03,11.68,42.53,23.78
495.78,10.49,42.36,25.96
520.74,10.17,40.31,24.96
571.42,12.45,38.33,19.64
464.04,11.82,42.77,21.55
468.92,10.43,38.74,18.04
404.27,9.9,45.14,15.76
411.54,10.88,42.01,16.99
297.31,10.51,41.77,15.5
307.98,11.24,44.55,13.87
255.38,10.57,41.93,10.97
197.13,8.89,38.95,8.86
164.1,10.46,44.34,6.79
126.47,9.32,41.93,5.92
78.08,7.96,49.44,3.27
47.91,7.68,50.57,1.71
19.59,7.47,42.9,0.73
0.0,7.97,46.79,0.0
0.0,7.64,46.77,0.0
0.0,7.66,51.49,0.0
0.0,6.77,48.68,0.0
0.0,5.88,54.58,0.0
0.0,5.75,47.88,0.0
0.0,-0.03,58.19,0.0
21.02,0.21,55.26,0.98
51.57,0.47,66.8,1.82
69.45,0.73,56.66,3.13
102.28,0.84,55.15,4.95
140.35,1.17,53.77,7.01
176.85,1.95,61.22,7.6
246.9,2.27,57.91,9.34
283.91,3.19,47.01,11.09
311.22,4.11,54.05,11.52
330.45,5.09,46.95,14.82
333.31,5.41,41.71,15.62
385.94,6.37,43.07,16.99
420.09,7.51,40.53,16.53
394.77,8.84,39.03,18.97
418.25,8.55,41.37,18.2
456.52,9.86,37.6,17.58
514.2,10.97,35.44,18.63
517.47,9.76,41.63,21.19
483.56,11.39,39.05,23.25
457.99,12.15,34.0,19.1
583.75,10.39,40.21,19.78
547.29,12.77,39.12,20.26
577.67,13.12,35.04,22.46
499.42,12.77,32.64,23.82
573.68,12.92,32.82,20.82
552.87,12.11,37.12,24.3
582.56,14.1,37.7,22.74
503.17,12.83,38.75,19.86
417.85,13.54,38.38,17.2
383.16,12.18,35.51,19.23
424.6,11.66,35.34,18.24
331.9,11.07,38.19,15.39
284.93,10.88,43.14,12.98
296.87,12.0,42.16,11.9
247.75,12.04,41.09,10.64
186.88,11.94,47.84,9.69
184.12,11.39,52.97,7.15
109.2,11.42,51.62,5.74
77.75,10.26,54.43,3.24
42.94,9.57,50.16,1.99
18.1,11.6,47.35,0.81
0.0,10.39,55.93,0.0
0.0,10.38,50.37,0.0
0.0,8.57,49.16,0.0
0.0,7.99,56.35,0.0
0.0,7.6,62.16,0.0
0.0,7.03,57.49,0.0
0.0,2.52,89.05,0.0
24.35,3.59,74.22,0.86
50.72,4.28,90.46,1.69
86.28,4.38,86.11,3.1
141.88,4.94,75.44,3.88
171.93,6.31,71.56,5.21
207.72,7.28,78.68,7.6
257.27,8.14,68.07,8.1
311.81,8.51,72.45,10.21
370.28,10.08,58.84,10.3
362.24,11.42,66.23,11.74
457.51,11.61,62.18,12.26
468.23,12.92,53.22,14.69
444.46,13.13,48.78,13.11
560.12,14.43,47.69,15.98
463.09,15.42,56.2,14.95
549.99,15.14,54.03,15.43
598.81,16.57,49.9,16.0
649.92,17.09,47.95,19.66
587.38,17.85,49.53,19.95
605.58,16.61,51.71,22.08
722.95,17.01,47.1,21.75
671.27,18.66,44.61,19.19
654.83,18.18,46.06,21.94
737.71,21.41,49.66,22.27
719.83,20.61,45.95,23.52
651.29,22.37,48.96,19.58
662.92,19.64,46.08,22.73
611.47,21.95,47.51,20.75
558.79,18.35,50.03,16.9
570.51,20.8,50.59,15.9
487.79,22.03,52.64,15.44
435.15,19.79,48.63,14.92
438.14,17.4,46.06,12.6
318.12,21.5,46.72,10.08
341.3,18.76,47.6,9.16
257.77,20.41,49.62,7.72
201.95,18.3,55.57,6.22
147.26,18.94,59.2,4.64
104.52,19.03,58.25,3.27
66.27,18.56,63.21,2.03
25.77,19.92,65.99,0.8
0.0,17.27,57.03,0.0
0.0,15.25,69.9,0.0
0.0,15.92,62.74,0.0
0.0,14.9,71.68,0.0
0.0,13.68,67.21,0.0
0.0,14.7,76.77,0.0
0.0,5.72,70.25,0.0
20.64,6.62,59.99,0.87
44.14,6.15,57.24,1.67
70.31,6.13,58.92,3.14
121.72,6.4,64.33,4.29
161.61,7.2,61.49,6.02
180.52,7.26,60.07,7.37
221.02,8.88,53.74,9.88
250.1,9.5,55.45,11.05
315.65,10.48,52.94,12.01
374.36,10.62,54.52,12.35
374.88,13.27,45.73,13.88
382.28,14.41,52.3,13.51
420.49,15.22,41.63,14.18
396.78,17.92,46.97,16.03
441.68,17.89,45.03,17.34
454.61,19.37,43.57,19.67
430.78,17.72,41.41,21.19
443.22,20.2,41.49,22.17
501.06,20.47,41.42,19.09
522.72,18.58,41.15,18.61
586.18,19.46,34.34,21.56
612.45,21.31,41.76,24.43
611.46,18.4,41.65,23.11
587.85,20.7,37.29,24.47
511.06,23.41,36.04,21.59
549.56,23.02,32.85,20.4
545.15,21.22,37.94,20.25
454.08,19.76,38.91,20.98
430.61,22.63,34.44,17.06
494.51,20.06,38.6,16.57
366.87,18.95,34.35,17.33
354.18,23.58,38.1,13.28
317.62,20.18,41.33,14.3
307.88,21.91,43.23,10.6
268.92,19.62,42.46,10.5
201.37,18.28,46.62,8.93
184.65,18.03,50.34,6.7
136.61,18.25,45.81,4.79
86.62,20.52,43.04,3.82
46.34,17.63,53.76,2.01
18.95,17.93,53.58,0.79
0.0,16.93,55.64,0.0
0.0,19.49,46.51,0.0
0.0,18.4,50.88,0.0
0.0,16.65,50.83,0.0
0.0,16.42,51.12,0.0
0.0,16.57,56.53,0.0
0.0,8.78,70.96,0.0
23.76,8.66,72.09,0.82
55.04,9.53,65.44,1.87
85.36,8.9,60.92,3.02
132.51,8.94,68.0,4.53
191.13,10.05,61.19,5.92
222.31,10.7,62.59,7.93
253.45,12.35,63.89,8.78
341.42,13.23,55.24,10.55
342.04,14.89,53.38,11.43
338.53,13.96,58.69,14.52
364.33,16.26,50.98,13.73
467.46,20.04,51.24,14.56
435.96,20.08,54.86,16.94
494.24,19.49,50.77,16.59
526.63,23.07,51.58,16.67
465.24,20.82,43.64,16.5
481.32,19.79,42.88,20.11
510.99,21.54,43.44,21.32
590.32,24.29,44.58,21.59
630.87,23.66,43.96,22.2
566.13,20.22,40.83,20.36
614.1,22.09,43.36,19.02
596.18,20.68,40.12,21.01
607.06,21.79,40.82,21.04
535.41,23.93,41.27,19.68
575.0,25.67,44.64,23.71
585.72,21.41,43.71,18.82
594.13,24.19,40.95,19.28
484.9,24.46,45.1,17.37
473.9,24.88,37.03,14.88
460.55,22.88,45.62,17.04
394.76,21.69,41.04,12.42
341.59,23.94,46.59,13.81
308.57,20.23,43.38,12.13
299.59,19.85,50.18,10.27
226.85,20.86,49.23,7.17
160.54,21.68,47.01,6.34
144.24,21.32,50.83,5.38
98.4,22.97,48.15,2.91
52.03,19.92,53.97,2.04
23.77,21.31,51.98,0.76
0.0,22.82,58.77,0.0
0.0,18.45,55.32,0.0
0.0,21.15,58.62,0.0
0.0,17.03,59.78,0.0
0.0,16.68,63.03,0.0
0.0,18.41,62.26,0.0
0.0,12.04,83.83,0.0
0.0,15.21,82.99,0.0
12.64,12.57,96.54,0.51
18.21,13.95,87.48,0.64
24.11,15.76,83.33,0.86
28.16,13.14,84.82,0.97
37.07,13.13,83.94,1.27
38.84,13.41,81.68,1.55
52.17,13.64,80.13,1.71
51.71,14.48,98.09,1.81
63.37,13.64,81.34,2.12
73.91,15.45,84.52,2.66
77.03,13.39,99.41,2.51
98.9,13.69,95.91,3.5
131.01,15.22,88.65,4.34
144.42,13.69,94.45,4.33
159.89,14.53,95.31,5.12
181.45,14.43,94.1,5.61
194.14,14.97,97.39,7.02
216.47,15.56,96.79,8.14
269.1,13.81,78.56,8.29
275.79,13.96,79.97,9.53
252.51,13.27,84.1,8.42
271.62,15.68,84.36,10.32
338.98,16.49,76.2,10.92
291.43,13.8,63.56,11.19
287.47,16.88,62.78,10.64
310.89,14.11,71.33,10.44
343.99,17.11,67.41,10.13
323.16,14.1,63.25,9.89
341.92,16.31,64.92,9.65
329.37,13.83,60.46,9.47
320.04,16.29,75.5,11.37
312.93,15.94,64.21,10.13
306.14,13.17,74.66,10.34
319.39,12.36,77.33,10.43
288.13,12.65,73.47,9.34
241.6,13.24,76.87,7.18
172.19,12.53,78.3,5.47
111.29,13.65,73.86,3.82
81.16,12.57,66.69,2.26
30.78,12.87,72.68,1.01
0.0,11.59,68.51,0.0
0.0,10.06,77.67,0.0
0.0,11.25,72.64,0.0
0.0,11.51,71.33,0.0
0.0,8.94,80.82,0.0
0.0,9.1,80.58,0.0
0.0,2.33,70.71,0.0
29.92,2.57,64.53,1.01
67.8,2.53,68.59,1.98
122.95,3.12,55.57,3.71
176.26,3.18,67.62,5.48
222.48,3.45,65.03,6.09
306.56,3.21,63.11,9.17
324.6,4.07,55.81,11.1
418.99,4.95,52.92,11.58
462.67,5.15,53.81,12.71
503.9,6.17,45.94,15.44
493.21,6.57,45.29,15.78
552.47,7.52,47.85,14.73
507.29,8.32,40.49,18.16
546.62,8.99,41.98,19.99
616.66,9.86,36.89,18.69
638.59,9.21,39.57,21.74
679.11,9.95,37.43,21.33
693.63,9.25,36.11,21.98
635.77,9.44,33.27,20.72
641.67,11.45,38.57,22.65
754.74,11.88,39.59,25.79
674.99,11.32,34.48,20.93
731.13,12.55,38.19,26.09
701.82,11.09,32.06,26.74
682.35,11.0,33.29,24.22
813.35,11.38,36.54,26.35
727.62,13.75,34.51,24.79
788.93,13.5,31.09,20.3
624.17,12.98,31.53,21.95
633.22,12.06,33.0,17.86
557.47,11.41,32.64,17.25
487.06,13.07,36.27,14.98
484.02,12.43,37.54,14.62
366.17,13.29,39.9,13.54
369.25,13.03,42.91,10.09
292.58,12.98,40.92,9.12
224.34,12.44,42.7,7.88
194.06,12.42,48.01,5.39
138.83,11.58,48.15,4.15
64.63,12.52,48.22,2.44
32.58,10.88,46.02,0.95
0.0,9.96,53.16,0.0
0.0,10.57,51.1,0.0
0.0,9.58,48.07,0.0
0.0,8.24,47.0,0.0
0.0,9.39,51.24,0.0
0.0,7.54,49.8,0.0
0.0,4.61,72.19,0.0
26.23,4.53,74.04,0.69
52.59,4.88,68.24,1.47
94.52,6.25,63.73,2.6
131.81,6.02,69.95,3.72
156.97,7.4,59.62,5.43
186.3,7.57,67.39,5.51
232.19,7.42,63.03,7.58
248.05,8.48,58.85,8.23
309.58,10.17,60.75,9.45
305.52,11.96,54.79,9.4
362.42,11.69,53.95,9.63
406.36,11.29,59.95,12.31
371.17,14.8,48.77,12.83
403.45,13.71,57.26,11.92
392.0,14.61,47.1,13.62
379.56,16.12,53.63,12.5
388.67,17.36,50.95,12.43
399.07,15.94,51.25,12.02
413.02,17.5,45.3,14.51
483.42,15.62,55.26,15.41
503.48,16.16,47.98,15.67
500.12,18.27,50.94,13.87
530.28,19.93,52.47,14.45
532.13,17.0,47.46,16.05
536.6,17.81,47.93,13.79
466.96,18.01,44.79,14.27
463.55,17.63,45.78,15.63
528.52,19.66,45.44,14.5
408.14,18.76,51.43,14.69
500.13,21.2,46.86,13.61
397.55,21.34,48.98,11.46
424.44,20.72,50.93,12.97
414.53,20.03,52.38,11.34
393.97,17.22,56.44,10.07
384.09,17.11,59.31,11.7
337.97,18.26,64.32,8.63
243.56,17.46,66.1,8.2
201.7,16.1,55.99,5.21
129.25,19.36,66.72,3.86
85.41,19.59,65.78,2.33
43.93,18.31,69.45,1.14
0.0,18.35,72.14,0.0
0.0,18.31,59.65,0.0
0.0,17.22,66.19,0.0
0.0,17.2,65.32,0.0
0.0,16.59,71.75,0.0
0.0,13.18,72.42,0.0
0.0,14.79,100.0,0.0
0.0,16.43,100.0,0.0
14.92,16.37,100.0,0.45
30.03,13.7,94.27,1.09
50.07,15.08,93.32,1.99
89.08,15.31,92.89,2.55
115.27,16.7,100.0,3.78
139.72,17.26,100.0,4.52
159.19,16.43,98.19,5.68
175.3,14.9,100.0,5.56
187.25,19.22,91.55,5.96
194.06,17.56,96.84,6.98
200.27,20.15,89.56,7.2
227.98,18.39,99.42,6.71
232.5,17.8,98.46,7.58
209.07,18.45,94.89,7.24
245.93,20.67,97.26,7.89
263.44,19.88,95.05,7.76
236.28,21.5,86.7,7.8
270.24,20.42,99.37,8.56
232.65,22.64,85.03,9.13
245.82,19.81,100.0,9.51
239.52,20.67,84.48,9.01
254.54,22.07,93.38,9.41
250.49,19.34,89.43,9.5
257.29,21.98,90.17,8.74
263.83,24.72,94.65,9.23
260.3,23.69,81.19,8.29
251.28,20.07,90.87,6.96
220.28,24.63,86.15,6.55
183.98,21.5,97.41,7.4
165.76,20.99,97.09,5.94
159.15,20.49,99.11,6.03
155.9,23.34,84.93,4.69
121.51,19.65,94.13,4.08
130.32,20.28,85.13,4.04
110.11,21.88,89.8,3.51
69.88,20.8,98.84,2.64
66.29,18.73,100.0,1.92
43.29,20.74,94.03,1.41
25.23,20.8,100.0,0.76
12.2,20.38,93.52,0.37
0.0,19.48,98.67,0.0
0.0,17.21,100.0,0.0
0.0,17.52,92.21,0.0
0.0,20.45,100.0,0.0
0.0,16.08,100.0,0.0
0.0,17.63,98.65,0.0
0.0,11.78,81.12,0.0
12.63,11.85,80.84,0.43
24.65,10.54,98.88,0.9
46.27,11.35,84.04,1.45
76.9,11.22,81.91,2.52
95.55,9.8,85.32,3.09
140.0,11.22,90.5,4.44
170.13,12.15,92.05,5.77
177.68,12.1,88.18,6.02
222.21,12.88,83.59,6.16
189.35,14.17,78.5,6.8
198.39,13.56,79.56,6.24
207.28,13.04,78.54,7.27
218.44,15.48,74.79,7.38
219.49,14.97,70.66,6.75
193.6,13.04,69.42,6.55
222.29,14.12,67.1,6.52
176.6,15.6,70.31,6.89
191.06,14.14,71.25,5.64
190.54,15.02,74.81,6.65
188.0,13.14,79.54,5.29
167.34,14.54,71.08,5.48
189.22,14.27,74.32,6.28
149.4,13.74,72.7,5.43
142.58,12.64,67.75,5.86
147.41,12.24,80.98,4.86
141.26,11.62,82.42,4.71
159.43,11.94,81.37,5.09
150.38,11.16,75.48,4.13
137.95,10.39,80.43,4.88
113.23,10.38,78.15,4.54
117.16,10.55,79.25,3.65
105.69,11.4,82.41,3.89
93.86,11.99,83.53,3.7
100.79,12.56,86.98,2.81
86.92,11.23,79.78,3.09
67.86,13.11,90.24,2.51
54.95,13.78,77.46,1.79
51.19,11.68,81.5,1.72
29.55,11.46,89.24,1.2
19.75,11.86,96.88,0.7
0.0,12.46,91.32,0.0
0.0,12.89,85.69,0.0
0.0,12.87,90.35,0.0
0.0,12.97,85.6,0.0
0.0,12.65,95.06,0.0
0.0,12.56,96.5,0.0
0.0,11.62,88.43,0.0
0.0,10.01,97.98,0.0
0.0,10.08,94.05,0.0
22.08,9.86,98.76,0.67
37.28,8.31,86.3,1.17
54.02,10.18,87.14,1.59
89.0,8.29,91.6,2.4
100.53,8.62,87.91,3.15
119.21,9.3,97.0,3.37
129.81,10.24,91.83,4.22
147.82,11.48,83.89,4.95
181.58,9.57,97.25,5.2
188.57,11.32,92.58,5.45
215.03,12.8,93.97,4.92
205.33,10.83,83.42,5.5
208.11,13.76,77.21,6.09
234.88,12.04,76.64,5.66
224.77,11.99,85.75,6.89
251.66,14.44,83.33,6.2
204.26,11.74,77.17,6.05
243.43,14.74,78.36,6.38
220.76,15.23,76.15,6.45
267.11,13.35,83.9,7.42
216.62,15.2,82.09,6.37
244.98,15.61,85.49,6.63
253.39,15.74,73.37,7.54
238.72,15.65,69.92,7.59
260.43,13.8,80.27,7.29
235.1,13.1,83.92,5.99
195.91,14.31,72.37,5.31
192.34,16.35,82.5,4.82
141.29,13.58,83.73,4.4
127.16,12.97,83.72,3.52
109.48,13.78,87.32,2.8
88.12,14.97,90.73,2.05
58.09,12.28,93.69,1.73
50.6,12.37,87.23,1.6
46.87,12.77,89.11,1.16
32.81,11.75,90.59,1.06
24.64,12.36,90.05,0.72
15.0,13.01,88.01,0.52
0.0,12.94,88.51,0.0
0.0,12.69,98.52,0.0
0.0,10.96,95.42,0.0
0.0,12.2,100.0,0.0
0.0,12.86,88.1,0.0
0.0,11.71,91.49,0.0
0.0,12.59,92.69,0.0
0.0,12.94,87.91,0.0
0.0,12.94,100.0,0.0
19.88,12.36,100.0,0.54
37.89,13.08,100.0,1.12
60.12,12.1,100.0,1.82
82.68,11.72,100.0,2.49
107.02,14.57,95.75,3.44
141.76,14.67,94.27,4.62
187.02,12.79,100.0,4.75
214.27,16.08,89.18,6.89
213.54,16.45,100.0,6.81
306.75,14.85,91.6,7.16
333.0,15.53,93.86,10.04
